Hg,Hi,Hm,Hp,He,Ib-FDTD,Ir-FDTD,It-FDTD,Ib-CPN,Ir-CPN,It-CPN
40,20,250,20,35,15.9437,6.4826,19.114,16.2583,6.3459,19.4238
30,30,250,25,35,15.9633,6.6183,18.3738,16.1808,6.5721,18.7026
60,20,160,35,25,18.7879,6.752,14.8935,18.7437,6.5663,15.0972
80,60,250,30,15,17.8297,5.9481,17.1749,17.8794,5.7416,17.3586
70,50,250,20,35,16.6218,6.0204,18.6966,16.6417,6.0591,19.0316
60,20,250,30,35,16.2215,6.2087,18.1232,16.477,6.1912,18.394
60,30,250,35,15,17.664,5.4513,17.3299,17.7566,5.5558,17.5345
20,60,160,30,15,18.3354,8.53,15.165,18.2245,8.3232,14.8303
60,60,250,35,15,17.8144,6.0823,16.5485,17.829,6.0027,16.7192
30,50,250,35,20,17.3019,6.6023,16.3173,17.2984,6.4664,16.5115
80,30,160,15,25,19.0362,6.5853,16.9707,18.8901,6.6338,17.2435
50,20,250,30,20,17.1644,5.686,17.6831,17.3665,5.6296,17.7458
10,60,250,25,30,16.442,7.1836,18.8764,16.4771,7.1776,18.8752
40,20,250,35,15,17.2641,5.6909,17.4672,17.4567,5.8537,17.5248
40,40,250,35,30,16.6411,6.7225,18.2341,16.587,6.5363,18.041
40,40,160,20,25,18.4131,7.5744,16.0306,18.2658,7.5235,16.3772
60,40,250,25,15,17.7406,5.4032,18.3067,17.6939,5.3537,18.4601
70,30,250,20,35,16.4648,5.7801,19.1908,16.532,5.8781,19.4517
20,40,250,20,30,16.2913,6.6519,20.1313,16.3183,6.766,19.8303
90,30,250,30,35,16.527,6.3745,17.7005,16.608,6.2913,17.9776
50,60,250,25,20,17.568,6.3135,17.2698,17.5514,6.1159,17.4478
90,30,170,30,15,19.2258,6.183,15.3311,18.9992,6.1536,15.6459
10,50,160,25,20,18.0112,8.672,15.389,18.1453,8.5169,15.1591
10,30,230,35,30,16.6756,6.9933,17.7932,16.5121,6.9677,17.5765
50,60,250,30,25,17.2491,6.6807,18.6602,17.2524,6.6388,18.3963
30,30,160,35,35,17.7122,7.9303,15.1381,17.6827,7.7487,14.7954
50,30,170,15,15,18.8116,6.6713,16.7048,18.6774,6.7636,17.0177
50,60,170,30,15,18.6218,7.3742,14.7541,18.5024,7.2534,15.0377
10,20,250,25,30,15.8953,7.5106,19.2845,16.0164,7.2236,19.3136
20,60,200,35,20,17.9731,7.5982,15.7007,17.919,7.281,15.3536
40,50,160,30,25,18.343,8.0046,14.8385,18.2549,7.7475,15.0665
90,40,160,30,25,18.7439,6.937,15.3756,18.5919,6.8079,15.378
40,30,250,25,35,16.1045,6.3774,18.4592,16.2636,6.3523,18.8055
60,30,250,35,20,17.4313,5.6587,16.9699,17.5788,5.6294,17.1526
40,50,250,35,15,17.6344,6.2192,16.6958,17.5271,6.1106,16.8539
70,20,160,30,20,19.1377,6.6444,15.7996,19.073,6.46,15.4836
100,30,160,35,20,19.0412,6.8451,15.2617,18.957,6.7584,15.1376
60,40,170,15,15,19.0237,6.3316,16.7616,18.9114,6.4263,17.0834
20,50,160,25,35,17.4874,8.7333,15.7839,17.506,8.5273,15.4511
20,60,160,25,20,18.21,8.5516,15.3278,18.1902,8.5139,15.1222
80,40,160,35,20,18.9317,6.9444,15.2005,18.8297,6.9261,14.8834
90,40,250,30,15,17.8659,5.5542,17.6109,17.9168,5.4886,17.777
20,20,230,35,30,16.7116,6.9091,17.8981,16.4967,6.9506,17.649
30,50,250,30,15,17.473,6.4217,17.2525,17.4953,6.2238,17.3919
100,40,170,25,20,18.8996,6.5958,15.2962,18.8568,6.3596,15.6456
60,30,180,30,25,18.5721,6.2302,16.2438,18.6973,6.1499,16.5834
50,60,230,30,30,17.3567,6.761,17.7579,17.2664,6.681,17.424
100,20,170,25,15,19.4016,6.1482,15.7305,19.2546,5.9616,16.0532
80,40,160,30,30,18.4635,6.9793,15.0267,18.3205,6.9239,15.3506
50,40,250,15,20,17.3532,5.5288,19.1063,17.2789,5.4861,19.3577
90,40,160,35,25,18.6537,6.8685,14.8745,18.5736,6.9264,15.0107
10,60,250,20,25,16.7299,7.1398,19.98,16.8722,6.9481,19.7683
80,20,180,30,25,18.8212,5.9337,16.3696,18.8758,5.9435,16.5921
30,60,250,20,20,17.3232,6.469,17.7706,17.2459,6.4375,18.0158
20,30,160,25,25,17.8938,8.315,15.3267,17.8184,8.1978,15.6683
20,20,230,20,30,16.5856,7.3084,19.2994,16.519,7.1528,18.9638
80,30,170,25,15,19.2527,6.0135,15.8507,19.1016,6.0383,16.1206
30,30,250,25,20,16.9474,6.2445,17.9613,17.0686,5.9888,18.0651
90,60,250,35,35,16.4498,6.685,16.619,16.5963,6.9349,16.7778
20,50,250,20,30,16.4354,6.7496,19.8634,16.4238,6.888,19.6462
10,40,160,15,25,17.801,8.6336,16.2225,17.6971,8.6195,16.4973
90,20,250,20,20,17.5975,5.5467,18.5476,17.5844,5.3311,18.8305
80,50,250,30,35,16.5765,6.4769,17.4052,16.558,6.429,17.5959
90,40,170,25,20,18.9627,6.4217,15.388,18.8742,6.3174,15.6719
90,60,250,20,35,16.5923,6.3411,18.3519,16.6523,6.3955,18.5762
10,30,250,30,15,16.8703,6.5797,17.633,16.993,6.4448,17.9011
60,50,250,25,35,16.5481,6.3533,17.9896,16.559,6.318,18.3114
80,50,250,35,30,16.921,6.4371,18.1108,16.8711,6.453,17.7617
90,50,250,35,15,17.7906,5.7672,16.7973,17.8182,5.8064,17.0489
90,30,160,35,20,19.0907,6.7875,15.2795,18.935,6.7549,15.1184
30,20,250,35,15,17.1097,5.9617,17.3672,17.3037,6.0643,17.4793
100,20,250,15,35,16.5721,6.2282,19.369,16.5028,5.9271,19.6486
70,20,250,25,35,16.3392,6.0256,18.6438,16.4956,6.1112,18.9052
20,30,230,35,30,16.8436,6.6959,17.9138,16.564,6.8511,17.6068
100,50,250,30,20,17.5238,6.0535,16.8862,17.6517,5.8902,17.044
100,40,160,35,25,18.5763,6.9788,14.8298,18.5945,6.9185,15.0204
100,40,240,35,25,17.487,6.1117,17.0371,17.5458,6.2659,17.359
40,60,230,30,30,17.2827,6.9407,17.6962,17.1915,6.8399,17.4168
50,40,160,25,20,18.7898,7.2862,15.9756,18.8328,7.0441,15.6574
40,20,250,25,15,17.1871,5.7848,18.553,17.361,5.72,18.5837
40,50,250,25,20,17.3874,6.2221,17.5607,17.3453,6.0544,17.6568
10,20,200,20,20,17.571,8.0343,17.3667,17.5157,7.7563,17.0853
80,50,250,25,15,17.8897,5.4815,18.0206,17.8898,5.3494,18.2487
20,50,250,30,30,16.4948,6.9693,18.5419,16.449,7.0427,18.4463
70,20,250,35,20,17.425,5.6096,17.091,17.6135,5.5714,17.3498
100,50,250,25,15,17.8036,5.7169,17.8717,17.849,5.5215,18.1022
20,60,250,25,25,16.9215,6.9966,19.2536,16.9439,7.0564,19.1102
50,50,250,35,30,16.8325,6.7887,17.9813,16.8066,6.6098,17.7952
90,40,170,25,15,19.1145,6.1806,15.7627,18.993,6.1576,16.0575
90,40,160,35,30,18.3487,7.0415,14.5675,18.2656,7.0803,14.8879
100,60,250,20,15,17.7587,5.7397,18.3272,17.8952,5.6105,18.4924
60,40,250,20,20,17.5086,5.4908,18.5029,17.4547,5.3849,18.6964
100,30,160,30,20,19.1155,6.7438,15.7289,19.0827,6.5742,15.4086
40,60,250,25,25,17.1728,6.6734,19.3063,17.1377,6.7181,19.0792
20,50,250,35,15,17.3702,6.5388,16.6544,17.3431,6.4463,16.8949
30,50,250,25,15,17.4474,6.1556,17.8932,17.4462,6.1354,18.0039
90,60,250,25,35,16.5507,6.4926,17.7437,16.5762,6.5625,17.9673
50,30,160,35,20,18.8173,7.256,15.0388,18.8571,7.0384,14.8429
70,50,170,25,15,18.9379,6.4759,15.6203,18.7477,6.5707,15.9391
80,20,250,30,20,17.5137,5.5537,17.5731,17.5783,5.4805,17.838
30,40,160,15,25,18.15,8.0288,16.4127,18.0828,7.9512,16.7437
20,50,160,25,25,18.0218,8.4642,15.0849,17.8439,8.4095,15.4347
50,50,250,25,35,16.4705,6.4959,17.951,16.4412,6.4925,18.2962
30,50,160,30,25,18.1903,8.3679,14.6655,18.0614,8.0785,14.9503
60,60,250,15,20,17.644,5.6304,18.6167,17.5526,5.698,18.6844
90,50,250,30,15,17.8323,5.8026,17.3556,17.8686,5.6034,17.5338
80,40,250,25,35,16.5841,6.1068,18.2167,16.597,6.1209,18.5143
90,30,250,20,35,16.5833,5.9465,18.9553,16.5897,5.9499,19.2847
80,20,250,15,15,17.7419,5.0798,19.8087,17.9166,5.2578,19.7691
20,60,230,25,30,17.0389,7.0579,18.327,16.9108,7.1613,18.0018
100,30,190,30,35,17.9094,6.4252,15.8421,17.9195,6.3524,16.1657
30,40,250,15,15,17.2212,5.8738,19.4221,17.2969,5.8226,19.5373
70,50,250,25,15,17.8714,5.4923,18.0428,17.8756,5.4072,18.2183
90,20,160,30,20,19.2877,6.5915,15.7888,19.1458,6.4202,15.5867
10,60,160,25,35,17.4592,8.9811,15.5876,17.4772,8.8033,15.2727
100,40,160,15,25,18.9308,6.7857,16.8257,18.7925,6.7816,17.0398
50,20,250,30,35,16.106,6.3024,18.1254,16.3955,6.3006,18.3514
90,40,250,30,35,16.5598,6.3489,17.5864,16.5613,6.373,17.741
30,60,230,20,30,17.1398,6.8206,18.9822,16.98,6.7985,18.6333
10,40,250,15,20,16.6631,6.7225,18.6761,16.8619,6.5606,19.0178
20,60,160,20,20,18.2022,8.5791,15.8355,18.1722,8.5357,15.6328
50,40,160,35,30,18.25,7.4834,14.3202,18.1577,7.3887,14.6625
20,50,250,30,25,16.8271,6.9671,18.8483,16.8515,6.9062,18.7626
60,20,250,35,35,16.2342,6.1807,17.5004,16.4897,6.3259,17.7962
40,50,250,25,15,17.5938,5.9512,17.936,17.5668,5.9325,18.0317
80,50,250,35,20,17.5942,5.9712,16.453,17.6321,5.8518,16.5914
80,20,160,35,25,18.9888,6.5484,14.9879,18.7816,6.5348,15.1468
100,20,180,30,25,18.8483,6.1672,16.2105,18.8769,6.0199,16.4768
50,60,250,35,20,17.5444,6.5186,16.1155,17.5845,6.3727,16.3522
80,60,250,20,15,17.8905,5.4859,18.4448,17.9148,5.4267,18.6184
40,50,160,30,20,18.5591,7.8747,15.1441,18.6405,7.6311,14.866
20,50,250,25,20,17.0899,6.5839,17.5102,17.089,6.4887,17.671
100,60,250,15,20,17.5763,5.8389,18.463,17.732,5.6228,18.6747
80,60,250,20,20,17.665,5.7839,17.9541,17.7024,5.5611,18.1995
60,20,200,15,25,18.2379,5.926,18.5621,18.2045,6.0401,18.8886
10,60,190,35,25,17.6892,7.8939,16.2484,17.7717,7.5727,15.9258
90,30,180,30,25,18.721,6.1266,16.2561,18.7964,6.0306,16.4733
40,30,170,35,15,18.7377,6.7407,14.5373,18.6497,6.8155,14.8384
80,30,180,30,30,18.4136,6.1057,15.9508,18.367,6.2496,16.2688
10,50,250,35,25,16.7929,6.9719,18.3472,16.859,6.9846,18.2162
40,30,160,25,25,18.3896,7.5348,15.5872,18.2936,7.3278,15.9228
60,40,190,35,20,18.6232,5.9937,15.1148,18.681,6.0343,15.4604
60,40,170,35,15,18.9403,6.4334,14.6737,18.7572,6.6923,14.9992
60,60,250,25,30,16.9681,6.3397,19.0864,16.9347,6.4887,18.7983
60,40,250,15,35,16.4702,5.8355,19.623,16.5252,5.8981,19.8797
10,60,220,35,35,16.7986,7.7964,16.5427,16.8132,7.4988,16.241
30,50,250,30,20,17.2719,6.4893,16.8836,17.2759,6.3651,17.099
30,50,250,35,15,17.5103,6.3996,16.659,17.4166,6.3294,16.8745
40,30,250,30,15,17.377,5.7685,17.9092,17.4543,5.715,17.9923
100,60,250,20,20,17.5335,6.0292,17.8399,17.719,5.7762,18.0205
40,60,160,15,35,17.7805,8.3154,16.7807,17.8948,8.0735,16.4452
20,20,230,25,30,16.6503,7.0478,18.8772,16.4397,7.0561,18.5485
20,60,210,35,30,17.3633,7.7087,16.4502,17.3064,7.3701,16.1328
30,30,250,35,30,16.3748,6.6418,18.5268,16.4724,6.5597,18.2492
60,30,180,35,30,18.2598,6.228,15.44,18.3305,6.3338,15.773
90,50,160,30,30,18.21,7.2782,14.9087,18.234,7.2181,15.2229
90,50,160,25,25,18.6023,7.0715,15.7361,18.4602,6.9561,15.914
10,20,190,20,30,17.2337,8.4283,17.5001,17.1021,8.1729,17.2448
50,60,250,20,20,17.5622,6.0617,17.8726,17.4937,5.9849,18.0061
80,60,160,15,25,18.6138,7.0725,16.7034,18.5084,7.1228,17.0493
90,20,180,30,25,18.863,5.9598,16.3381,18.882,5.9725,16.5515
60,50,160,25,25,18.5855,7.3182,15.5855,18.3583,7.301,15.8346
80,20,180,30,30,18.5172,6.0391,15.9764,18.5091,6.1355,16.2514
30,20,250,20,15,16.9637,6.2887,18.8606,17.1922,6.0615,19.07
60,40,250,30,15,17.7452,5.6343,17.6838,17.728,5.4522,17.8502
30,50,160,25,25,18.2073,8.1771,15.1853,18.0231,8.0796,15.5338
60,40,160,35,25,18.6246,7.1047,14.7347,18.4547,7.1464,14.8874
30,20,250,30,20,16.8531,6.2299,17.477,16.9853,6.0997,17.5913
10,20,250,35,25,16.306,7.0519,18.803,16.4293,6.9111,18.6694
90,50,250,25,20,17.6359,5.9183,17.5231,17.6628,5.5756,17.7001
70,60,250,25,20,17.653,6.0296,17.3732,17.7295,5.7694,17.4964
70,60,160,25,25,18.4359,7.4293,15.549,18.2969,7.4035,15.8306
50,30,250,20,20,17.2507,5.5763,18.7013,17.2677,5.5271,18.7982
70,30,160,35,25,18.8198,6.7233,14.9122,18.6984,6.6289,15.0292
40,60,250,15,25,17.1473,6.3451,20.557,17.0344,6.4686,20.4011
60,50,160,30,25,18.5284,7.4837,15.1003,18.3693,7.3654,15.206
60,30,200,15,25,18.272,5.7953,18.5862,18.3192,5.91,18.9045
80,20,160,20,25,19.05,6.6448,16.4337,18.8181,6.6513,16.6822
90,20,160,25,25,19.0947,6.6707,15.8926,18.8306,6.5586,16.0213
20,30,250,30,35,15.8537,6.9173,17.7624,15.9478,6.8781,18.0914
80,30,250,20,15,17.8324,5.0563,19.1092,17.9384,5.2011,19.2906
50,20,250,15,35,16.0642,6.2177,19.8088,16.3606,6.1422,19.9631
20,40,250,35,15,17.2407,6.2671,16.9619,17.251,6.2614,17.0712
20,60,160,30,35,17.4312,8.9277,15.0849,17.5556,8.6344,14.8288
30,40,250,30,30,16.5034,6.6124,18.8705,16.4649,6.6744,18.6621
90,50,160,35,30,18.126,7.2725,14.4732,18.2039,7.2873,14.7655
50,30,250,15,15,17.4288,5.3301,19.7762,17.4365,5.4572,19.667
80,40,250,30,35,16.5588,6.3209,17.6259,16.6033,6.2956,17.8319
30,60,250,15,30,16.8224,7.0086,20.0772,16.5853,6.8122,19.9754
60,60,250,25,15,17.8473,5.8333,17.7273,17.8484,5.7869,17.8366
70,30,160,30,25,18.8519,6.9079,15.3786,18.6829,6.608,15.5424
10,50,250,25,30,16.3256,6.9964,19.1755,16.3079,7.0363,19.0721
40,30,170,15,15,18.5668,7.0971,16.549,18.4386,7.1637,16.8895
70,40,250,15,20,17.6008,5.2636,19.1115,17.661,5.2296,19.367
30,50,250,25,20,17.2332,6.4936,17.4782,17.1865,6.2818,17.6574
90,50,250,35,20,17.5542,5.9784,16.4469,17.6313,5.9693,16.5701
100,40,250,15,15,17.9215,5.3281,19.2655,18.1332,5.2217,19.545
70,20,250,20,35,16.339,5.9551,19.2392,16.4564,5.9389,19.47
40,20,250,35,20,17.0546,5.8727,17.1034,17.2946,5.9067,17.1774
10,40,250,25,20,16.7783,6.7216,17.6572,16.825,6.4593,17.9487
70,30,250,35,15,17.753,5.3894,17.3134,17.8712,5.4524,17.5806
60,40,250,30,30,16.8492,6.1436,18.9781,16.7777,6.1688,18.7439
40,20,160,15,25,18.1377,7.9554,16.6037,18.1514,7.7565,16.9011
40,40,160,20,20,18.6017,7.5758,16.4391,18.6331,7.4471,16.0972
80,50,160,20,25,18.7327,6.9145,16.2744,18.5602,6.9283,16.6097
20,40,160,30,20,18.2233,8.2129,15.0938,18.2176,8.1688,14.8257
50,30,250,20,35,16.232,6.0303,19.1761,16.3695,6.1064,19.4264
10,20,230,30,25,16.8113,7.3204,18.5645,16.7497,7.0062,18.2561
30,50,250,20,30,16.5847,6.5578,19.9006,16.5065,6.6821,19.6593
90,30,250,15,20,17.6707,5.2932,19.1045,17.7266,5.2455,19.3551
10,60,250,15,25,16.6848,6.8935,20.4931,16.7921,6.9123,20.3878
80,40,250,20,20,17.6629,5.4191,18.4231,17.6523,5.2247,18.6654
80,30,250,35,35,16.4802,6.229,17.2255,16.5875,6.4159,17.4487
60,50,160,35,30,18.1767,7.5541,14.3173,18.1009,7.5369,14.632
30,60,250,15,25,17.0074,6.5549,20.4987,16.9552,6.7042,20.3912
50,20,160,30,25,18.5922,7.1847,15.3104,18.5523,6.8357,15.4463
30,50,250,35,30,16.6346,7.1189,17.893,16.6313,6.9839,17.8055
40,40,250,35,15,17.5337,5.9312,17.0171,17.5153,5.8993,17.1109
80,40,250,15,15,17.8985,5.0095,19.5631,18.0958,5.1787,19.693
20,60,250,15,15,17.321,6.295,18.8488,17.3396,6.3947,18.905
30,60,250,20,25,17.0371,6.8236,19.9806,17.0119,6.7872,19.7419
80,40,250,20,35,16.6083,5.9193,18.8723,16.5805,5.9482,19.1751
100,60,170,30,15,18.4764,7.1064,14.9297,18.6516,6.8473,15.1963
40,30,250,25,20,17.1287,5.9222,18.0827,17.1816,5.7319,18.1926
40,20,160,35,35,17.884,7.5752,15.3368,17.8994,7.2549,15.0083
10,20,250,20,30,15.9154,7.646,19.7787,16.1247,7.3562,19.8131
70,60,250,15,20,17.687,5.5947,18.598,17.6495,5.5115,18.7472
100,60,250,25,35,16.4725,6.6275,17.6903,16.5646,6.6657,17.9189
80,60,250,15,20,17.6934,5.5564,18.6116,17.7109,5.3932,18.8151
70,40,170,30,15,19.048,6.3463,15.264,18.8599,6.3748,15.4481
50,50,250,30,15,17.7258,6.037,17.3398,17.7224,5.8564,17.468
10,20,200,35,35,16.8551,7.6951,16.4753,16.9336,7.4085,16.1687
90,60,250,30,20,17.5309,6.1054,16.7705,17.6715,6.0125,16.9024
10,20,230,35,25,16.8872,7.0939,18.1006,16.8104,6.9197,17.795
20,60,160,30,20,18.188,8.7115,14.746,18.1256,8.37,14.7231
10,20,240,30,20,16.8504,7.0579,18.016,16.7185,6.943,17.7308
100,30,250,15,15,17.9256,5.3055,19.3701,18.1004,5.2386,19.7093
50,60,250,30,30,16.8974,6.7558,18.3096,16.8416,6.7807,18.187
80,40,250,30,15,17.8641,5.5187,17.6582,17.9182,5.3928,17.8775
90,30,160,35,25,18.8546,6.667,14.956,18.6958,6.6859,14.9825
100,30,250,30,20,17.6001,5.8409,17.1908,17.7286,5.6519,17.5246
90,30,200,35,30,18.0902,5.9069,16.0135,17.9737,6.12,16.355
40,40,170,30,15,18.6925,7.1841,14.8664,18.5444,6.9682,15.2079
40,60,250,15,15,17.6408,5.8269,18.955,17.5486,5.9756,18.996
50,60,250,25,15,17.7821,6.0097,17.6606,17.7501,5.9765,17.7827
70,30,250,15,15,17.7284,4.9771,19.8215,17.8579,5.2435,19.7561
10,30,250,25,20,16.6183,6.8513,17.7164,16.7187,6.6198,18.0248
100,60,250,30,35,16.4245,6.8656,17.1036,16.5886,6.8978,17.3269
80,30,250,35,20,17.5696,5.6209,16.8979,17.7167,5.6542,17.0861
80,40,250,35,15,17.839,5.5265,17.0569,17.9085,5.583,17.2991
100,50,210,35,35,17.2889,6.7391,15.4966,17.3932,6.755,15.83
50,30,250,30,20,17.3025,5.7191,17.5106,17.3932,5.6164,17.6912
50,60,160,25,35,17.7596,8.1885,15.9919,17.8429,7.9294,15.6646
50,20,250,35,15,17.4147,5.4863,17.5259,17.569,5.6941,17.5989
70,50,160,30,25,18.5595,7.351,15.1726,18.4286,7.1715,15.2812
100,20,160,35,20,19.2353,6.7599,15.2791,19.0235,6.6158,15.314
100,30,170,30,15,19.1888,6.2559,15.2947,19.001,6.1658,15.6375
100,50,250,30,15,17.7637,5.899,17.314,17.8614,5.7276,17.4708
30,40,250,15,35,16.0618,6.5108,19.4147,16.0912,6.5054,19.7468
60,40,250,15,20,17.4998,5.3001,19.1677,17.4024,5.3168,19.3673
10,30,160,35,25,17.793,8.34,14.2743,17.8496,8.1362,14.6232
90,20,170,25,20,19.2437,6.2424,15.4572,19.0778,6.1455,15.7453
40,20,160,30,25,18.3524,7.6034,15.1408,18.2964,7.3254,15.4014
10,40,160,25,20,17.9209,8.5651,15.57,18.1153,8.361,15.2398
10,60,160,15,25,17.9903,8.6283,15.9778,17.6985,8.7236,16.3101
70,20,250,35,35,16.3312,6.1592,17.4623,16.506,6.3511,17.7331
70,60,160,30,25,18.3578,7.6085,15.0612,18.3242,7.4489,15.3889
90,40,250,15,20,17.7011,5.4073,18.8997,17.7542,5.2275,19.2011
50,30,170,30,15,18.8877,6.675,15.1331,18.8078,6.4722,15.4305
80,50,250,25,20,17.6632,5.8,17.6108,17.6307,5.456,17.8076
60,50,250,30,35,16.5348,6.5974,17.3839,16.5504,6.4257,17.682
90,30,180,35,25,18.6668,5.9773,15.7767,18.7372,6.061,16.1039
20,60,250,15,30,16.6676,7.2746,19.9839,16.4906,7.0256,19.967
60,50,250,25,20,17.595,5.8935,17.6284,17.5552,5.6568,17.7146
30,60,180,35,20,18.2151,7.7674,15.2273,18.2192,7.4443,14.8893
100,50,190,35,15,18.5641,6.1239,15.2283,18.7625,6.143,15.5726
50,40,250,25,20,17.4058,5.8266,17.8976,17.3537,5.6297,18.0243
50,50,230,35,30,17.3375,6.7309,17.4425,17.2225,6.4985,17.1546
90,60,250,20,15,17.843,5.613,18.3694,17.9024,5.5049,18.5685
50,60,160,15,25,18.4768,7.5891,16.4033,18.3119,7.5832,16.74
90,40,250,20,20,17.6805,5.5222,18.318,17.6855,5.272,18.5813
60,60,230,35,30,17.3815,6.8623,17.1901,17.2279,6.7157,16.9596
90,30,250,30,20,17.6138,5.6596,17.3275,17.6956,5.5208,17.5895
50,50,250,25,30,16.8515,6.2784,19.3342,16.7455,6.4377,19.0528
20,60,250,20,20,17.1721,6.648,17.7547,17.1495,6.6307,18.0292
90,40,160,25,25,18.8134,6.8264,15.8419,18.5961,6.7901,15.9156
70,20,170,25,15,19.207,6.0987,15.8456,19.1068,6.0914,16.1955
100,20,250,15,15,17.8965,5.4094,19.3985,17.9948,5.2767,19.6795
10,30,250,35,20,16.7485,6.5733,16.7304,16.7965,6.4308,17.0252
20,40,230,30,30,16.897,6.7787,18.2365,16.6252,6.9367,17.8973
40,40,160,35,25,18.4024,7.612,14.4812,18.3781,7.4825,14.6849
80,50,250,35,35,16.5327,6.5017,16.8071,16.5818,6.6335,16.9828
30,60,220,35,15,18.1178,6.9242,16.6343,17.9959,6.6795,16.2911
90,20,160,35,25,19.0135,6.5902,14.9728,18.7705,6.5686,15.1202
20,20,250,30,20,16.6978,6.6085,17.3016,16.7839,6.4911,17.5462
20,40,160,30,25,18.0133,8.4704,14.6728,17.9107,8.2137,15.005
100,30,180,35,30,18.303,6.3161,15.3678,18.3949,6.383,15.6135
40,30,160,25,20,18.5824,7.49,15.9827,18.6425,7.2581,15.6509
20,60,160,15,15,18.3224,8.4547,16.666,18.2808,8.4135,16.3195
70,50,250,35,30,16.9218,6.5257,18.0718,16.8793,6.3639,17.8152
70,60,250,35,15,17.8183,5.9578,16.6018,17.8068,5.9343,16.7874
40,60,220,35,20,18.0338,6.9488,16.3365,18.0265,6.616,16.0047
30,50,230,35,30,17.1402,7.0662,17.3554,17.0135,6.8748,17.1925
20,60,250,25,15,17.4095,6.5887,17.5339,17.4174,6.5381,17.7614
20,20,250,25,15,16.8553,6.5923,18.1624,17.0072,6.4056,18.4463
90,40,250,35,15,17.8266,5.5936,16.9954,17.8823,5.6794,17.2809
30,20,250,35,20,16.8871,6.1874,16.9806,17.1031,6.1066,17.0979
50,30,250,20,15,17.4683,5.3029,19.1974,17.4824,5.455,19.1692
30,60,220,15,35,16.9513,7.1422,18.977,16.9024,6.9532,18.6319
90,30,190,35,35,17.8909,6.1767,15.4355,17.8865,6.3039,15.7479
50,40,250,35,20,17.4284,6.0219,16.6723,17.4531,5.8403,16.783
80,50,250,30,15,17.867,5.6999,17.4286,17.8797,5.4893,17.5991
50,30,160,15,25,18.5489,7.2767,16.772,18.4739,7.1982,17.0394
